,state,pollster,sponsor,start.date,end.date,entry.date.time..et.,number.of.observations,population,mode,biden,trump,biden_margin,other,undecided,url,include,notes
962,--,Change Research,,3/26/2020,3/28/2020,4/1/2020 14:00:00,1845,lv,Online,49.0,43.0,6.0,,,https://www.changeresearch.com/post/national-poll-on-coronavirus,True,
963,WI,Marquette University Law School,,3/24/2020,3/29/2020,4/1/2020 13:18:00,813,rv,Live Phone,48.0,45.0,3.0,,,https://law.marquette.edu/poll/wp-content/uploads/2020/04/MLSP59Toplines.pdf,True,
964,CA,Public Policy Polling,Strother Nuckels Strategies,3/28/2020,3/29/2020,4/1/2020 12:55:00,962,rv,Automated Phone,67.0,29.0,38.0,,,https://www.strother-nuckels.com/wp-content/uploads/2020/03/CaliforniaResults1.pdf,True,
965,--,YouGov,Economist,3/29/2020,3/31/2020,4/1/2020 9:28:00,1194,rv,Online,46.0,42.0,4.0,,,https://docs.cdn.yougov.com/p8nwhxp50n/econTabReport.pdf,True,
966,--,RMG Research,ScottRasmussen.com,3/26/2020,3/28/2020,4/1/2020 9:04:00,1000,rv,IVR/Online,45.0,40.0,5.0,,,https://scottrasmussen.com/biden-45-trump-40/,True,
967,--,Selzer & Co.,Grinnell College,3/27/2020,3/30/2020,4/1/2020 6:06:00,777,lv,Live Phone,47.0,43.0,4.0,,,https://www.grinnell.edu/sites/default/files/docs/2020-03/GCNP%20April%202020%20Toplines%20and%20Methodology.pdf,True,
968,--,Ipsos,Reuters,3/30/2020,3/31/2020,3/31/2020 19:15:00,930,rv,Online,46.0,40.0,6.0,,,https://www.reuters.com/article/us-usa-election-poll/with-2020-race-all-but-halted-over-coronavirus-biden-quietly-widens-lead-over-trump-reuters-ipsos-poll-idUSKBN21I3K6,True,
969,--,Morning Consult,,3/23/2020,3/29/2020,3/30/2020 18:38:00,17323,rv,Online,46.0,42.0,4.0,,,https://morningconsult.com/2020-democratic-primary/,True,
970,--,The Harris Poll,Harvard,3/24/2020,3/26/2020,3/30/2020 12:41:00,1209,rv,Online,55.0,45.0,10.0,,,https://harvardharrispoll.com/wp-content/uploads/2020/03/HHP_March2020_RegisteredVoters_Topline.pdf,True,
971,NY,Siena College,,3/22/2020,3/26/2020,3/30/2020 5:56:00,566,rv,Live Phone,58.0,33.0,25.0,,,https://scri.siena.edu/wp-content/uploads/2020/03/SNY0320-Crosstabs.pdf,True,
972,--,ABC News/Washington Post,,3/22/2020,3/25/2020,3/29/2020 0:05:00,1003,a,Live Phone,50.0,44.0,6.0,,,https://www.washingtonpost.com/context/washington-post-abc-news-poll-march-22-25-2020/974c3312-5a40-4764-afb1-4bb6b86f1cf4/,True,
973,--,ABC News/Washington Post,,3/22/2020,3/25/2020,3/29/2020 0:05:00,845,rv,Live Phone,49.0,47.0,2.0,,,https://docs.google.com/spreadsheets/d/1SI661NEVFDByCA6rjt9dOqNHT37N4tbUJeug72qT9Y4/edit,True,
974,--,YouGov,Yahoo,3/25/2020,3/26/2020,3/27/2020 19:59:00,1169,rv,Online,46.0,40.0,6.0,,,https://docs.cdn.yougov.com/69501vybsd/20200326_yahoo_coronavirus_crosstabs.pdf,True,
975,--,Fox News/Beacon Research/Shaw & Co. Research,,3/21/2020,3/24/2020,3/27/2020 17:59:00,1011,rv,Live Phone,49.0,40.0,9.0,,,https://www.scribd.com/document/453593148/Complete-results-Fox-News-Poll-March-21-24-2020,True,
976,PA,Hodas & Associates,Restoration PAC,3/19/2020,3/21/2020,3/27/2020 6:21:00,600,rv,Live Phone,45.0,47.0,-2.0,,,https://www.restorationofamerica.com/reelection_index_release,True,
977,WI,Hodas & Associates,Restoration PAC,3/17/2020,3/19/2020,3/27/2020 6:20:00,600,rv,Live Phone,45.3,48.7,-3.4,,,https://www.restorationofamerica.com/reelection_index_release,True,
978,MI,Hodas & Associates,Restoration PAC,3/12/2020,3/16/2020,3/27/2020 6:20:00,600,rv,Live Phone,50.2,43.7,6.5,,,https://www.restorationofamerica.com/reelection_index_release,True,
979,MI,Baldwin Wallace University,,3/17/2020,3/25/2020,3/26/2020 5:52:00,997,rv,Online,47.3,42.2,5.1,,,https://www.bw.edu/Assets/community-research-institute/03-2020_great_lakes_poll_ii%20final.pdf,True,
980,OH,Baldwin Wallace University,,3/17/2020,3/25/2020,3/26/2020 5:52:00,1025,rv,Online,42.9,47.2,-4.3,,,https://www.bw.edu/Assets/community-research-institute/03-2020_great_lakes_poll_ii%20final.pdf,True,
981,PA,Baldwin Wallace University,,3/17/2020,3/25/2020,3/26/2020 5:52:00,973,rv,Online,44.5,46.5,-2.0,,,https://www.bw.edu/Assets/community-research-institute/03-2020_great_lakes_poll_ii%20final.pdf,True,
982,WI,Baldwin Wallace University,,3/17/2020,3/25/2020,3/26/2020 5:52:00,822,rv,Online,44.9,44.8,0.1,,,https://www.bw.edu/Assets/community-research-institute/03-2020_great_lakes_poll_ii%20final.pdf,True,
983,MI,Marketing Resource Group (MRG),,3/16/2020,3/20/2020,3/25/2020 10:20:00,600,lv,Live Phone,44.0,41.0,3.0,,,https://www.mrgmi.com/2020/03/25/ballot-test-race-for-the-white-house-within-the-margin-of-error-with-biden-on-top/,True,
984,--,YouGov,Economist,3/22/2020,3/24/2020,3/25/2020 9:08:00,1170,rv,Online,46.0,42.0,4.0,,,https://docs.cdn.yougov.com/bfiid7tfh3/econTabReport.pdf,True,
985,--,Monmouth University,,3/18/2020,3/22/2020,3/24/2020 11:04:00,754,rv,Live Phone,48.0,45.0,3.0,,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_032420.pdf/,True,
986,--,Morning Consult,,3/16/2020,3/22/2020,3/24/2020 6:14:00,18136,rv,Online,47.0,42.0,5.0,,,https://morningconsult.com/2020-democratic-primary/,True,
987,--,Hofstra University,,3/5/2020,3/12/2020,3/19/2020 8:13:00,1500,lv,Online,50.6,49.4,1.2,,,https://www.hofstra.edu/pdf/academics/colleges/hclas/gov-policy-international/kalikow-poll-0320.pdf,True,
988,CT,Sacred Heart University,Hartford Courant,2/24/2020,3/12/2020,3/19/2020 8:13:00,1000,a,Live Phone/Online,51.9,35.6,16.3,,,https://www.sacredheart.edu/media/shu-media/institute-for-public-policy/GreatBlue-Sacred-Heart-University-Pioneer-Poll-Report-March-2020.pdf,True,
989,--,YouGov,Economist,3/15/2020,3/17/2020,3/18/2020 9:40:00,1129,rv,Online,48.0,41.0,7.0,,,https://docs.cdn.yougov.com/fcdckgt368/econTabReport.pdf,True,
990,--,Ipsos,Reuters,3/13/2020,3/16/2020,3/17/2020 9:34:00,955,rv,Online,46.0,37.0,9.0,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-03/topline_reuters_2020_election_tracker_03_17_2020.pdf,True,
991,--,Morning Consult,,3/11/2020,3/15/2020,3/17/2020 5:56:00,9979,rv,Online,48.0,42.0,6.0,,,https://morningconsult.com/2020-democratic-primary/,True,
992,FL,AtlasIntel,,3/14/2020,3/16/2020,3/16/2020 22:57:00,1100,rv,Online,45.4,44.9,0.5,,,https://projects.fivethirtyeight.com/polls/20200316_FL.pdf,True,
993,--,RMG Research,One America News Network,3/13/2020,3/15/2020,3/16/2020 18:08:00,1000,rv,Online,47.0,43.0,4.0,,,https://www.oann.com/npo-survey/,True,
994,FL,Latino Decisions,Univision,3/6/2020,3/12/2020,3/16/2020 12:07:00,1071,rv,Live Phone/Online/Text,45.0,48.0,-3.0,,,https://st1.uvnimg.com/11/92/701333304b6daa2b6b01e98571db/univisionpolling-march-florida-statewide-final.pdf,True,
995,AZ,Marist College,NBC News,3/10/2020,3/15/2020,3/16/2020 12:00:00,2523,rv,Live Phone,47.0,46.0,1.0,,,http://maristpoll.marist.edu/wp-content/uploads/2020/03/NBC-News_Marist-Poll_AZ-NOS-and-Tables_2003160825.pdf,True,
996,OH,Marist College,NBC News,3/10/2020,3/13/2020,3/16/2020 12:00:00,1710,rv,Live Phone,49.0,45.0,4.0,,,http://maristpoll.marist.edu/wp-content/uploads/2020/03/NBC-News_Marist-Poll_OH-NOS-and-Tables_2003150954.pdf,True,
997,AZ,Monmouth University,,3/11/2020,3/14/2020,3/16/2020 6:56:00,847,rv,Live Phone,46.0,43.0,3.0,,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_az_031620.pdf/,True,
998,--,NBC News/Wall Street Journal,,3/11/2020,3/13/2020,3/15/2020 8:54:00,900,rv,Live Phone,52.0,43.0,9.0,,,https://www.documentcloud.org/documents/6810602-200149-NBCWSJ-March-Poll-Final-3-14-20-Release.html,True,
999,AZ,Climate Nexus,,2/11/2020,2/15/2020,3/13/2020 17:16:00,539,rv,Online,42.0,46.0,-4.0,,,https://climatenexus.org/wp-content/uploads/2015/09/Arizona-Poll-Toplines.pdf,True,
1000,AZ,Latino Decisions,Univision | Arizona State,3/6/2020,3/11/2020,3/13/2020 9:58:00,1036,rv,Live Phone/Online/Text,50.0,42.0,8.0,,,https://st1.uvnimg.com/07/2e/d0d9a91c4000996d8bcc95b85319/univisionpolling-march-arizona.pdf,True,
1001,AZ,OH Predictive Insights,MBQF,3/3/2020,3/4/2020,3/13/2020 8:54:00,600,lv,IVR/Live Phone,49.0,43.0,6.0,,,https://ohpredictiveinsights.cmail19.com/t/ViewEmail/i/0F5B83CC85AF5F812540EF23F30FEDED/BD86063377B5C14A16FB8100885F948E,True,
1002,--,YouGov,Yahoo,3/10/2020,3/11/2020,3/12/2020 16:45:00,1240,rv,Online,45.0,41.0,4.0,,,https://docs.cdn.yougov.com/ap1p15w9nv/20200311_yahoo_coronavirus_crosstabs.pdf,True,
1003,--,Civiqs,Daily Kos,3/8/2020,3/11/2020,3/12/2020 12:41:00,1441,rv,Online,48.0,46.0,2.0,,,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_03_y54g2h2.pdf,True,
1004,WI,Public Policy Polling,,3/10/2020,3/11/2020,3/12/2020 8:35:00,1727,rv,IVR,48.0,45.0,3.0,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/03/WisconsinGeneralResults.pdf,True,
1005,KS,Public Policy Polling,,3/10/2020,3/11/2020,3/12/2020 8:35:00,1567,rv,IVR,40.0,52.0,-12.0,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/03/KansasResults.pdf,True,
1006,IA,Selzer & Co.,Des Moines Register | Mediacom,3/2/2020,3/6/2020,3/11/2020 20:43:00,667,lv,Live Phone,41.0,51.0,-10.0,,,https://www.desmoinesregister.com/story/news/politics/2020/03/11/trump-approval-favorable-ratings-break-even-iowa-poll/5000775002/,True,
1007,OK,Amber Integrated,,3/5/2020,3/8/2020,3/11/2020 16:04:00,500,lv,Live Phone/Online,33.0,57.0,-24.0,,,https://projects.fivethirtyeight.com/polls/20200311_OK.pdf,True,
1008,--,YouGov,Economist,3/8/2020,3/10/2020,3/11/2020 9:14:00,1191,rv,Online,47.0,43.0,4.0,,,https://docs.cdn.yougov.com/vrbl9mmctz/econTabReport.pdf,True,
1009,WA,SurveyUSA,KING TV (Seattle),3/4/2020,3/6/2020,3/10/2020 23:28:00,992,rv,Online,57.0,34.0,23.0,,,http://www.surveyusa.com/client/PollReport.aspx?g=617c3b33-8fa1-472b-84b6-a8f35f8da814,True,
1010,--,The Harris Poll,Harvard,2/26/2020,2/28/2020,3/10/2020 13:40:00,651,rv,Online,55.0,45.0,10.0,,,https://harvardharrispoll.com/wp-content/uploads/2020/03/HHP_February2020_RegisteredVoters_Topline.pdf,True,
1011,--,Ipsos,Reuters,3/6/2020,3/9/2020,3/10/2020 12:08:00,956,rv,Online,44.0,42.0,2.0,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-03/topline_reuters_2020_election_tracker_03_09_2020.pdf,True,
1012,FL,Florida Atlantic University,,3/5/2020,3/7/2020,3/10/2020 8:10:00,1216,rv,IVR/Online,49.4,50.6,-1.2,,,https://business.fau.edu/departments/economics/business-economics-polling/bepi-polls/bepi-polls-2020/biden-way-ahead-in-sunshine-state.php,True,
1013,--,Morning Consult,,3/5/2020,3/8/2020,3/10/2020 5:42:00,6112,rv,Online,48.0,41.0,7.0,,,https://morningconsult.com/2020-democratic-primary/,True,
1014,MI,AtlasIntel,,3/7/2020,3/9/2020,3/9/2020 22:41:00,1100,rv,Online,44.1,45.5,-1.4,,,https://projects.fivethirtyeight.com/polls/20200309_MI.pdf,True,
1015,--,Quinnipiac University,,3/5/2020,3/8/2020,3/9/2020 15:03:00,1261,rv,Live Phone,52.0,41.0,11.0,,,https://poll.qu.edu/national/release-detail?ReleaseID=3657,True,
1016,PA,YouGov,Yahoo,3/6/2020,3/8/2020,3/9/2020 14:13:00,725,rv,Online,46.0,40.0,6.0,,,https://docs.cdn.yougov.com/fwvdnnbigm/20200308_yahoo_primary_crosstabs.pdf,True,
1017,WI,YouGov,Yahoo,3/6/2020,3/8/2020,3/9/2020 14:13:00,459,rv,Online,44.0,42.0,2.0,,,https://docs.cdn.yougov.com/fwvdnnbigm/20200308_yahoo_primary_crosstabs.pdf,True,
1018,MI,YouGov,Yahoo,3/6/2020,3/8/2020,3/9/2020 14:12:00,566,rv,Online,45.0,41.0,4.0,,,https://docs.cdn.yougov.com/fwvdnnbigm/20200308_yahoo_primary_crosstabs.pdf,True,
1019,MI,Monmouth University,,3/5/2020,3/8/2020,3/9/2020 13:05:00,977,rv,Live Phone,48.0,41.0,7.0,,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_mi_030920.pdf/,True,
1020,ND,DFM Research,,3/3/2020,3/6/2020,3/9/2020 11:24:00,400,lv,Live Phone,38.0,55.0,-17.0,,,https://www.inforum.com/opinion/4982684-Port-Poll-shows-Biden-more-competitive-against-Trump-than-Sanders-in-North-Dakota-as-Democrats-prepare-to-vote,True,
1021,MI,Optimus,,3/5/2020,3/7/2020,3/9/2020 8:49:00,550,lv,Live Phone/Text,44.34,46.49,-2.15,,,https://firehousestrategies.com/analysis/march_battleground_survey/,True,
1022,PA,Optimus,,3/5/2020,3/7/2020,3/9/2020 8:49:00,533,lv,Live Phone/Text,44.0,45.0,-1.0,,,https://firehousestrategies.com/analysis/march_battleground_survey/,True,
1023,WI,Optimus,,3/5/2020,3/7/2020,3/9/2020 8:49:00,502,lv,Live Phone/Text,43.07,44.56,-1.49,,,https://firehousestrategies.com/analysis/march_battleground_survey/,True,
1024,--,SSRS,CNN,3/4/2020,3/7/2020,3/9/2020 7:16:00,1084,rv,Live Phone,53.0,43.0,10.0,,,https://cdn.cnn.com/cnn/2020/images/03/09/rel2a.-.2020.pdf,True,
1025,MI,Expedition Strategies,Progressive Policy Institute,2/6/2020,2/18/2020,3/7/2020 0:26:00,500,rv,Online,43.0,43.0,0.0,,,https://www.progressivepolicy.org/wp-content/uploads/2020/03/PPI_SwingVoterPoll_Feb2020.pdf,True,
1026,PA,Expedition Strategies,Progressive Policy Institute,2/6/2020,2/18/2020,3/7/2020 0:26:00,500,rv,Online,47.0,42.0,5.0,,,https://www.progressivepolicy.org/wp-content/uploads/2020/03/PPI_SwingVoterPoll_Feb2020.pdf,True,
1027,WI,Expedition Strategies,Progressive Policy Institute,2/6/2020,2/18/2020,3/7/2020 0:26:00,500,rv,Online,42.0,44.0,-2.0,,,https://www.progressivepolicy.org/wp-content/uploads/2020/03/PPI_SwingVoterPoll_Feb2020.pdf,True,
1028,UT,RMG Research,Deseret News | Hinckley Institute of Politics,2/24/2020,3/1/2020,3/6/2020 0:14:00,1000,rv,Online,33.0,50.0,-17.0,,,https://www.deseret.com/utah/2020/3/4/21164798/donald-trump-joe-biden-bernie-sanders-election-president-democratic-poll-deseret-news-super-tuesday,True,
1029,MS,Mason-Dixon Polling & Research Inc.,,2/26/2020,2/28/2020,3/5/2020 8:16:00,625,rv,Live Phone,41.0,56.0,-15.0,,,https://www.scribd.com/document/450298837/Mason-Dixon-March-2020-Poll,True,
1030,ME,Public Policy Polling,,3/2/2020,3/4/2020,3/5/2020 8:02:00,872,rv,IVR,52.0,42.0,10.0,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/03/MaineResults.pdf,True,
1031,AZ,Public Policy Polling,,3/2/2020,3/4/2020,3/5/2020 8:02:00,666,rv,IVR,48.0,47.0,1.0,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/03/ArizonaResults.pdf,True,
1032,GA,University of Georgia,,2/24/2020,3/2/2020,3/4/2020 6:59:00,1117,lv,Live Phone,43.1,51.4,-8.3,,,https://assets.documentcloud.org/documents/6793459/SPIA-GE-Poll-Results.pdf,True,
1033,VA,Hampton University,,2/25/2020,2/28/2020,3/3/2020 0:21:00,768,rv,Online,45.0,38.0,7.0,,,http://news.hamptonu.edu/release/Nationally-Recognized-Hampton-University-Center-for-Public-Policy%27s-Latest-Poll-Shows-Joe-Biden-Leads-Democratic-Presidential-Nominees-Ahead-of-Super-Tuesday,True,
1034,TX,AtlasIntel,,2/24/2020,3/2/2020,3/2/2020 20:07:00,1100,rv,Online,42.8,46.5,-3.7,,,https://projects.fivethirtyeight.com/polls/20200302_TX.pdf,True,
1035,CA,AtlasIntel,,2/24/2020,3/2/2020,3/2/2020 17:43:00,1100,rv,Online,62.1,26.2,35.9,,,https://projects.fivethirtyeight.com/polls/20200302_CA.pdf,True,
1036,CO,Climate Nexus,,2/15/2020,2/19/2020,3/2/2020 15:49:00,485,rv,Online,46.0,43.0,3.0,,,https://climatenexus.org/wp-content/uploads/2015/09/Colorado-Poll-Climate-Change-Toplines.pdf,True,
1037,NC,Climate Nexus,,2/15/2020,2/19/2020,3/2/2020 15:47:00,675,rv,Online,46.0,44.0,2.0,,,https://climatenexus.org/wp-content/uploads/2015/09/North-Carolina-Poll-Climate-Change-Toplines.pdf,True,
1038,FL,Saint Leo University,,2/17/2020,2/22/2020,3/2/2020 14:11:00,900,lv,Online,51.2,40.3,10.9,,,http://polls.saintleo.edu/new-saint-leo-university-poll-confirms-narrowing-of-democratic-primary-field-to-three-candidates-just-ahead-of-super-tuesday/,True,
1039,--,Saint Leo University,,2/17/2020,2/22/2020,3/2/2020 14:10:00,1000,a,Online,46.8,39.4,7.4,,,http://polls.saintleo.edu/new-saint-leo-university-poll-confirms-narrowing-of-democratic-primary-field-to-three-candidates-just-ahead-of-super-tuesday/,True,
1040,CA,YouGov,Stanford University,2/26/2020,2/28/2020,3/2/2020 11:02:00,1507,rv,Online,59.0,31.0,28.0,,,https://www.hoover.org/sites/default/files/hoover_ca_primary_crosstabs_20200228.pdf,True,
1041,--,IBD/TIPP,,2/20/2020,2/29/2020,3/2/2020 9:29:00,839,rv,Live Phone,49.0,46.0,3.0,,,https://projects.fivethirtyeight.com/polls/20200304_National.xlsx,True,
1042,NC,East Carolina University,,2/27/2020,2/28/2020,3/1/2020 9:39:00,1288,rv,IVR/Online,48.1,45.5,2.6,,,https://surveyresearch-ecu.reportablenews.com/pr/biden-and-sanders-in-close-race-in-north-carolina-presidential-primary-potential-general-election-matchups-competitive,True,
1043,NC,Marist College,NBC News,2/23/2020,2/27/2020,3/1/2020 8:59:00,2120,rv,Live Phone,49.0,45.0,4.0,,,http://maristpoll.marist.edu/wp-content/uploads/2020/02/NBC-News_Marist-Poll-NC-NOS-and-Tables_2002281453.pdf,True,
1044,TX,Marist College,NBC News,2/23/2020,2/27/2020,3/1/2020 8:59:00,2409,rv,Live Phone,45.0,49.0,-4.0,,,http://maristpoll.marist.edu/wp-content/uploads/2020/02/NBC-News_Marist-Poll-TX-NOS-and-Tables_2002281546.pdf,True,
1045,TX,University of Texas at Tyler,Dallas Morning News,2/17/2020,2/26/2020,3/1/2020 6:06:00,1221,rv,Live Phone/Online,44.0,45.0,-1.0,,,https://www.scribd.com/document/449521374/DMN-UTTyler-Poll-February-2020-Registered-voters,True,
1046,MO,Remington Research Group,Missouri Scout,2/26/2020,2/27/2020,2/29/2020 10:06:00,1050,lv,Automated Phone,42.0,52.0,-10.0,,,https://moscout.com/s/MOSCOUT-DECK-022820.pptx,True,
1047,SC,AtlasIntel,,2/25/2020,2/28/2020,2/28/2020 18:55:00,1100,rv,Online,41.8,47.6,-5.8,,,https://projects.fivethirtyeight.com/polls/20200228_SC_2.pdf,True,
1048,--,Morning Consult,,2/23/2020,2/27/2020,2/28/2020 15:26:00,6117,rv,Online,46.0,42.0,4.0,,,https://morningconsult.com/2020-democratic-primary/,True,
1049,--,YouGov,Yahoo,2/26/2020,2/27/2020,2/28/2020 14:44:00,1662,rv,Online,50.0,41.0,9.0,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1apn4drwsv/20200227_yahoo_primary_crosstabs.pdf,True,
1050,CA,"University of California, Berkeley",LA Times,2/20/2020,2/25/2020,2/28/2020 14:34:00,6002,lv,Online,57.8,30.9,26.9,,,https://escholarship.org/uc/item/40m769v7,True,
1051,TX,SSRS,CNN,2/22/2020,2/26/2020,2/28/2020 12:14:00,1003,rv,Live Phone,48.0,47.0,1.0,,,https://cdn.cnn.com/cnn/2020/images/02/28/rel1_tx.pdf,True,
1052,CA,SSRS,CNN,2/22/2020,2/26/2020,2/28/2020 12:13:00,951,rv,Live Phone,60.0,35.0,25.0,,,https://cdn.cnn.com/cnn/2020/images/02/28/rel1_ca.pdf,True,
1053,TX,North Star Opinion Research,Univision/University of Houston/Latino Decisions/,2/21/2020,2/26/2020,2/28/2020 12:03:00,1004,rv,Live Phone/Online,43.0,46.0,-3.0,,,https://st1.uvnimg.com/ac/23/c0b90672493cbe07ae750f9b79c9/finalunivisionpolling-tx-weighted.pdf,True,
1054,--,Fox News/Beacon Research/Shaw & Co. Research,,2/23/2020,2/26/2020,2/27/2020 18:14:00,1000,rv,Live Phone,49.0,41.0,8.0,,,https://www.foxnews.com/politics/fox-news-poll-february-23-26-2020,True,
1055,WI,Marquette University Law School,,2/19/2020,2/23/2020,2/27/2020 13:47:00,1000,rv,Live Phone,46.0,46.0,0.0,,,https://law.marquette.edu/poll/wp-content/uploads/2020/02/MLSP58Toplines.pdf,True,
1056,NH,University of New Hampshire,,2/19/2020,2/25/2020,2/27/2020 10:55:00,576,lv,Live Phone,44.0,46.0,-2.0,,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1575&context=survey_center_polls,True,
1057,PA,Muhlenberg College,Morning Call,2/12/2020,2/20/2020,2/27/2020 7:06:00,424,rv,Live Phone,47.0,47.0,0.0,,,https://assets.documentcloud.org/documents/6788733/FULL-RESULTS-Morning-Call-Muhlenberg-College.pdf,True,
1058,MT,University of Montana,,2/12/2020,2/22/2020,2/26/2020 20:33:00,498,lv,Online,33.9,56.2,-22.3,,,https://www.umt.edu/bigskypoll/Methodology/Spring2020_Aggregate%20Report%20with%20Xtabs.pdf,True,
1059,--,Ipsos,Reuters,2/19/2020,2/25/2020,2/26/2020 10:57:00,3809,rv,Online,46.5,40.0,6.5,,,https://www.reuters.com/article/us-usa-election-democrats-poll/sanders-surpasses-biden-among-african-american-voters-bloomberg-support-dips-reuters-ipsos-poll-idUSKBN20J2J9,True,
1060,MD,Goucher College,,2/13/2020,2/19/2020,2/25/2020 0:04:00,718,lv,Live Phone,60.0,35.0,25.0,,,https://www.goucher.edu/hughes-center/documents/Goucher-College-Poll-Feb-2020-Part-2.pdf,True,
1061,VA,Roanoke College,,2/9/2020,2/18/2020,2/24/2020 9:47:00,520,lv,Live Phone,48.0,40.0,8.0,,,https://www.roanoke.edu/about/news/rc_poll_news_politics_feb_2020,True,
1062,NY,Siena College,,2/16/2020,2/20/2020,2/24/2020 6:46:00,658,rv,Live Phone,55.0,36.0,19.0,,,https://scri.siena.edu/wp-content/uploads/2020/02/SNY0220-Crosstabs-1.pdf,True,
1063,--,YouGov,CBS News,2/20/2020,2/22/2020,2/23/2020 10:39:00,1000,rv,Online,47.0,45.0,2.0,,,https://drive.google.com/file/d/1OpQxzzYY4MXgQMfo2j_XicB_tEUtt7eI/view,True,
1064,PA,YouGov,University of Wisconsin–Madison,2/11/2020,2/20/2020,2/23/2020 8:20:00,1171,rv,Online,46.0,45.0,1.0,,,https://news.wisc.edu/battleground-state-poll-1/,True,
1065,MI,YouGov,University of Wisconsin–Madison,2/11/2020,2/20/2020,2/23/2020 8:20:00,1249,rv,Online,47.0,43.0,4.0,,,https://news.wisc.edu/battleground-state-poll-1/,True,
1066,WI,YouGov,University of Wisconsin–Madison | Wisconsin State Journal,2/11/2020,2/20/2020,2/23/2020 8:20:00,936,rv,Online,45.0,43.0,2.0,,,https://news.wisc.edu/battleground-state-poll-1/,True,
1067,NV,AtlasIntel,,2/19/2020,2/21/2020,2/21/2020 16:04:00,1100,rv,Online,43.7,40.9,2.8,,,https://projects.fivethirtyeight.com/polls/20200221_NV.pdf,True,
1068,CA,YouGov,USC Price | USC Schwarzenegger,1/2/2020,2/15/2020,2/20/2020 16:15:00,1200,lv,Online,59.9,30.4,29.5,,,https://priceschool.usc.edu/wp-content/uploads/2020/02/USC-Price-USC-Schwarzenegger-CA-Issues-Poll_Full.pdf,True,
1069,MI,Quinnipiac University,,2/12/2020,2/18/2020,2/20/2020 12:05:00,845,rv,Live Phone,47.0,43.0,4.0,,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,True,
1070,PA,Quinnipiac University,,2/12/2020,2/18/2020,2/20/2020 12:05:00,849,rv,Live Phone,50.0,42.0,8.0,,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,True,
